fileNumber,reportDate,crimeType,neighborhoodName,location,latitude,longitude
2019-08732,2019-12-01T12:48:00Z,Larceny from Person,Cambridgeport,"700 MEMORIAL DR, Cambridge, MA",42.356813,-71.114147
2019-08735,2019-12-01T14:23:00Z,Larceny from Person,Area 4,"500 Massachusetts Ave, Cambridge, MA",42.363967,-71.101705
2019-08782,2019-12-04T07:33:00Z,Warrant Arrest,Mid-Cambridge,"1500 CAMBRIDGE ST, Cambridge, MA",42.374023,-71.104673
2019-08800,2019-12-04T22:05:00Z,Admin Error,Mid-Cambridge,"0 LEONARD AVE, Cambridge, MA",42.375306,-71.105897
2019-08813,2019-12-05T13:02:00Z,Flim Flam,Inman/Harrington,"0 WARREN ST, Cambridge, MA",42.372212,-71.088033
2019-08818,2019-12-05T13:04:00Z,Mal. Dest. Property,Peabody,"0 LINNAEAN ST, Cambridge, MA",42.384548,-71.119893
2019-08819,2019-12-05T15:02:00Z,Threats,Inman/Harrington,"900 CAMBRIDGE ST, Cambridge, MA",42.37236,-71.091853
2019-08835,2019-12-06T00:12:00Z,Harassment,Inman/Harrington,"100 WILLOW ST, Cambridge, MA",42.372388,-71.092091
2019-08849,2019-12-06T13:17:00Z,Hit and Run,Inman/Harrington,"BERKSHIRE ST & YORK ST, Cambridge, MA",39.995886,-75.07985
2019-08855,2019-12-06T15:46:00Z,Simple Assault,Area 4,"500 MASSACHUSETTS AVE, Cambridge, MA",42.363967,-71.101705
2019-08865,2019-12-06T20:05:00Z,Forgery,Area 4,"1700 MASSACHUSETTS AVE, Cambridge, MA",42.383213,-71.119862
2019-08868,2019-12-06T20:47:00Z,Shoplifting,Cambridgeport,"700 MEMORIAL DR, Cambridge, MA",42.356813,-71.114147
2019-08881,2019-12-07T15:30:00Z,Larceny from MV,North Cambridge,"2100 Massachusetts Ave, Cambridge, MA",42.391478,-71.123919
2019-08898,2019-12-08T14:48:00Z,Mal. Dest. Property,West Cambridge,"1000 MEMORIAL DR, Cambridge, MA",42.373971,-71.125904
2019-08912,2019-12-09T09:51:00Z,Warrant Arrest,Cambridgeport,"0 PEARL ST, Cambridge, MA",42.364293,-71.102734
2019-08923,2019-12-09T14:33:00Z,Shoplifting,Highlands,"200 Alewife Brook Pky, Cambridge, MA",42.389009,-71.141623
2019-08956,2019-12-10T15:42:00Z,Warrant Arrest,Area 4,"600 Massachusetts Ave, Cambridge, MA",42.364679,-71.103382
2019-09323,2019-12-28T11:37:00Z,Larceny from Residence,Cambridgeport,"ERIE ST & SIDNEY ST, Cambridge, MA",42.02905,-82.734715
2019-09326,2019-12-28T14:36:00Z,Shoplifting,Peabody,"1700 MASSACHUSETTS AVE, Cambridge, MA",42.383213,-71.119862
2019-09328,2019-12-28T16:12:00Z,Larceny (Misc),Area 4,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2019-09336,2019-12-29T13:00:00Z,Auto Theft,Riverside,"0 ELMER ST, Cambridge, MA",42.365638,-71.114015
2019-09353,2019-12-30T13:34:00Z,Hit and Run,Cambridgeport,"PETERS ST & PUTNAM AVE, Cambridge, MA",49.232149,-100.063977
2019-09362,2019-12-30T20:31:00Z,Larceny from Residence,Inman/Harrington,"0 WILLOW ST, Cambridge, MA",42.370378,-71.093306
2019-09210,2019-12-21T12:29:00Z,Warrant Arrest,Mid-Cambridge,"1500 CAMBRIDGE ST, Cambridge, MA",42.374023,-71.104673
2019-09243,2019-12-23T12:07:00Z,Larceny from Building,Inman/Harrington,"800 CAMBRIDGE ST, Cambridge, MA",42.372139,-71.090178
2019-09249,2019-12-23T16:35:00Z,Larceny of Bicycle,Area 4,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2019-09278,2019-12-24T18:03:00Z,Harassment,West Cambridge,"0 UNIVERSITY RD, Cambridge, MA",42.372974,-71.122978
2019-09304,2019-12-27T12:29:00Z,Flim Flam,Riverside,"0 CALLENDER ST, Cambridge, MA",42.365153,-71.111204
2019-01545,2019-03-08T10:44:00Z,Drinking in Public,Area 4,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2019-01559,2019-03-08T20:49:00Z,Larceny from MV,Area 4,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2019-01564,2019-03-09T01:52:00Z,Simple Assault,Cambridgeport,"BLANCHE ST & MASSACHUSETTS AVE, Cambridge, MA",46.999285,-65.571133
2019-09375,2019-12-31T21:42:00Z,Admin Error,Mid-Cambridge,"BISHOP ALLEN DR & PROSPECT ST, Cambridge, MA",42.364078,-71.099327
2019-08993,2019-12-12T08:15:00Z,Mal. Dest. Property,North Cambridge,"0 CAMBRIDGEPARK DR, Cambridge, MA",42.394422,-71.141635
2019-08997,2019-12-12T11:07:00Z,Threats,West Cambridge,"0 Church St, Cambridge, MA",42.374155,-71.119497
2019-09020,2019-12-13T11:05:00Z,Drugs,Mid-Cambridge,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2019-09032,2019-12-13T16:55:00Z,Hit and Run,Agassiz,"100 OXFORD ST, Cambridge, MA",42.382883,-71.115918
2019-09047,2019-12-14T10:31:00Z,Forgery,West Cambridge,"0 DUNSTABLE RD, Cambridge, MA",42.380024,-71.134557
2019-09048,2019-12-14T11:34:00Z,Larceny from Person,West Cambridge,"100 WINTHROP ST, Cambridge, MA",42.372131,-71.120944
2019-09058,2019-12-14T14:56:00Z,Hit and Run,North Cambridge,"0 Acorn Park, Cambridge, MA",42.398109,-71.146419
2019-09059,2019-12-14T16:56:00Z,Accident,Mid-Cambridge,"HARVARD ST & PROSPECT ST, Cambridge, MA",55.745505,-97.832438
2019-09062,2019-12-14T18:56:00Z,Shoplifting,North Cambridge,"0 WHITE ST, Cambridge, MA",42.388549,-71.118652
2019-09081,2019-12-15T23:08:00Z,Harassment,North Cambridge,"0 CAMERON AVE, Cambridge, MA",42.397421,-71.129941
2019-09082,2019-12-16T01:16:00Z,Missing Person,North Cambridge,"100 CAMBRIDGEPARK DR, Cambridge, MA",42.394295,-71.144999
2019-09101,2019-12-16T15:22:00Z,Shoplifting,North Cambridge,"800 SOMERVILLE AVE, Cambridge, MA",42.38752,-71.117697
2019-09147,2019-12-18T13:08:00Z,Mal. Dest. Property,West Cambridge,"0 CHURCH ST, Cambridge, MA",42.374155,-71.119497
2019-09150,2019-12-18T14:58:00Z,Larceny from MV,Agassiz,"EVERETT ST & MASSACHUSETTS AVE, Cambridge, MA",43.899966,-79.271112
2019-09153,2019-12-18T14:43:00Z,Flim Flam,Cambridgeport,"0 ROCKWELL ST, Cambridge, MA",42.36229,-71.111217
2019-09165,2019-12-19T10:57:00Z,Commercial Break,West Cambridge,"0 CHURCH ST, Cambridge, MA",42.374155,-71.119497
2019-09173,2019-12-19T16:27:00Z,Missing Person,Strawberry Hill,"0 Homer Ave, Cambridge, MA",42.375877,-71.148339
2019-09182,2019-12-19T21:12:00Z,Missing Person,North Cambridge,"0 WASHBURN TER, Cambridge, MA",42.399572,-71.130561
2019-09207,2019-12-21T12:38:00Z,Aggravated Assault,West Cambridge,"1400 MASSACHUSETTS AVE, Cambridge, MA",42.373725,-71.119656
2019-09212,2019-12-21T17:36:00Z,Flim Flam,Cambridgeport,"100 PLEASANT ST, Cambridge, MA",42.361585,-71.110795
2019-09223,2019-12-22T14:28:00Z,Counterfeiting,North Cambridge,"0 White St, Cambridge, MA",42.388549,-71.118652
2019-09230,2019-12-22T19:21:00Z,Simple Assault,West Cambridge,"0 CHURCH ST, Cambridge, MA",42.374155,-71.119497
2019-09231,2019-12-22T19:55:00Z,Auto Theft,Area 4,"0 TREMONT ST, Cambridge, MA",42.369577,-71.099233
2019-09239,2019-12-23T10:51:00Z,Larceny from MV,Area 4,"300 BROADWAY, Cambridge, MA",42.36815,-71.098455
2019-09258,2019-12-23T21:38:00Z,Admin Error,West Cambridge,"1400 Massachusetts Ave, Cambridge, MA",42.373725,-71.119656
2019-09275,2019-12-24T13:28:00Z,Hit and Run,North Cambridge,"100 CAMBRIDGEPARK DR, Cambridge, MA",42.394295,-71.144999
2019-07276,2019-10-04T08:44:00Z,Hit and Run,Cambridgeport,"0 UPTON ST, Cambridge, MA",42.362301,-71.108001
2019-07277,2019-10-04T09:51:00Z,Simple Assault,West Cambridge,"0 BRATTLE ST, Cambridge, MA",42.373206,-71.119651
2019-07285,2019-10-04T17:22:00Z,Rec. Stol. Property,Cambridgeport,"AUBURN ST & MAGAZINE ST, Cambridge, MA",49.04802,-122.334679
2019-07292,2019-10-05T00:08:00Z,Mal. Dest. Property,Peabody,"0 LINCOLN WAY, Cambridge, MA",42.387975,-71.129008
2019-07295,2019-10-05T11:26:00Z,Housebreak,North Cambridge,"100 CAMBRIDGEPARK DR, Cambridge, MA",42.394295,-71.144999
2019-07311,2019-10-05T22:00:00Z,Larceny of Bicycle,West Cambridge,"0 CHURCH ST, Cambridge, MA",42.374155,-71.119497
2019-07321,2019-10-06T07:55:00Z,Larceny of Bicycle,Area 4,"0 FISKE PL, Cambridge, MA",42.365394,-71.099624
2019-09189,2019-12-20T08:20:00Z,Larceny from Residence,Area 4,"0 BISHOP ALLEN DR, Cambridge, MA",42.363518,-71.098768
2019-09213,2019-12-21T18:55:00Z,Hit and Run,Cambridgeport,"BROOKLINE ST & HENRY ST, Cambridge, MA",42.501671,-83.17252
2019-09232,2019-12-22T19:58:00Z,Warrant Arrest,Riverside,"800 MASSACHUSETTS AVE, Cambridge, MA",42.366825,-71.106454
2019-09248,2019-12-23T16:16:00Z,Missing Person,Riverside,"700 MASSACHUSETTS AVE, Cambridge, MA",42.365753,-71.104773
2019-09261,2019-12-24T00:11:00Z,Aggravated Assault,Riverside,"800 MASSACHUSETTS AVE, Cambridge, MA",42.366825,-71.106454
2019-09283,2019-12-25T16:35:00Z,Larceny of Bicycle,Riverside,"700 MASSACHUSETTS AVE, Cambridge, MA",42.365753,-71.104773
2019-03196,2019-05-13T14:27:00Z,Flim Flam,Cambridgeport,"0 LAWRENCE ST, Cambridge, MA",42.361167,-71.107074
2019-03199,2019-05-13T16:25:00Z,Flim Flam,Cambridgeport,"200 ERIE ST, Cambridge, MA",42.360161,-71.108266
2019-03210,2019-05-14T12:25:00Z,Threats,East Cambridge,"100 THIRD ST, Cambridge, MA",42.369645,-71.079955
2019-03211,2019-05-14T13:07:00Z,Forgery,Cambridgeport,"200 MAGAZINE ST, Cambridge, MA",42.356227,-71.113957
2019-03212,2019-05-14T13:31:00Z,Accident,Riverside,"CLINTON ST & MASSACHUSETTS AVE, Cambridge, MA",42.301682,-83.033009
2019-03214,2019-05-14T14:24:00Z,Hit and Run,Riverside,"GREEN ST & PUTNAM AVE, Cambridge, MA",54.316124,-130.313042
2019-03215,2019-05-14T14:30:00Z,Hit and Run,Area 4,"MASSACHUSETTS AVE & WINDSOR ST, Cambridge, MA",44.663074,-63.611624
2019-03223,2019-05-14T23:05:00Z,Warrant Arrest,Riverside,"BOW ST & MASSACHUSETTS AVE, Cambridge, MA",44.671852,-63.545501
2019-03254,2019-05-16T09:05:00Z,Simple Assault,Mid-Cambridge,"500 BROADWAY, Cambridge, MA",42.375312,-71.115703
2019-03262,2019-05-16T15:04:00Z,Larceny of Bicycle,East Cambridge,"100 SECOND ST, Cambridge, MA",42.368078,-71.07904
2019-03265,2019-05-16T15:34:00Z,Simple Assault,East Cambridge,"100 CAMBRIDGE ST, Cambridge, MA",42.370218,-71.077846
2019-03278,2019-05-17T01:40:00Z,Missing Person,Riverside,"1400 Massachusetts Ave, Cambridge, MA",42.373725,-71.119656
2019-03282,2019-05-17T09:24:00Z,Warrant Arrest,Riverside,"1400 MASSACHUSETTS AVE, Cambridge, MA",42.373725,-71.119656
2019-03309,2019-05-18T12:06:00Z,Larceny from MV,Cambridgeport,"FRANKLIN ST & PEARL ST, Cambridge, MA",46.576701,-80.81396
2019-03315,2019-05-18T15:51:00Z,Larceny of Bicycle,Mid-Cambridge,"500 BROADWAY, Cambridge, MA",42.375312,-71.115703
2019-03316,2019-05-18T21:07:00Z,Mal. Dest. Property,Riverside,"0 BOW ST, Cambridge, MA",42.37195,-71.115473
2019-03329,2019-05-19T11:53:00Z,Larceny of Bicycle,Riverside,"MASSACHUSETTS AVE & Dunster St, Cambridge, MA",44.663074,-63.611624
2019-03334,2019-05-19T16:36:00Z,Simple Assault,Riverside,"0 Central Sq, Cambridge, MA",42.365029,-71.10456
2019-03336,2019-05-19T17:31:00Z,Hit and Run,East Cambridge,"0 HURLEY ST, Cambridge, MA",42.367823,-71.078427
2019-03339,2019-05-19T21:05:00Z,Larceny of Bicycle,Peabody,"0 GARDEN ST, Cambridge, MA",42.375693,-71.120854
2019-03355,2019-05-20T14:12:00Z,Larceny from Residence,Mid-Cambridge,"100 PRESCOTT ST, Cambridge, MA",42.375041,-71.113276
2019-03361,2019-05-20T18:28:00Z,Hit and Run,West Cambridge,"100 GERRYS LANDING RD, Cambridge, MA",42.371616,-71.13504
2019-03366,2019-05-20T20:55:00Z,Larceny from Residence,East Cambridge,"200 CAMBRIDGE ST, Cambridge, MA",42.370726,-71.079156
2019-03371,2019-05-21T00:01:00Z,Mal. Dest. Property,Riverside,"700 MASSACHUSETTS AVE, Cambridge, MA",42.365753,-71.104773
2019-03372,2019-05-21T00:34:00Z,Warrant Arrest,Riverside,"700 MASSACHUSETTS AVE, Cambridge, MA",42.365753,-71.104773
2019-03405,2019-05-22T09:36:00Z,Larceny of Bicycle,Area 4,"0 PORTLAND ST, Cambridge, MA",42.361738,-71.093725
2019-03414,2019-05-22T13:32:00Z,Hit and Run,Peabody,"CAMBRIDGE ST & MASSACHUSETTS AVE, Cambridge, MA",44.786488,-79.922467
2019-09254,2019-12-23T17:40:00Z,Larceny from Person,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",42.367005,-71.076013
2019-09255,2019-12-23T19:12:00Z,Housebreak,East Cambridge,"300 THIRD ST, Cambridge, MA",42.36531,-71.081917
2019-09260,2019-12-23T22:38:00Z,Aggravated Assault,Area 4,"0 NEWTOWNE CT, Cambridge, MA",42.36404,-71.095762
2019-09262,2019-12-24T00:22:00Z,Larceny from Building,Cambridgeport,"200 ALBANY ST, Cambridge, MA",42.359022,-71.099573
2019-09263,2019-12-24T00:44:00Z,Accident,North Cambridge,"MASSACHUSETTS AVE & WALDEN ST, Cambridge, MA",44.663074,-63.611624
2019-09266,2019-12-24T10:24:00Z,Threats,West Cambridge,"0 GARDEN ST, Cambridge, MA",42.375693,-71.120854
2019-09269,2019-12-24T10:52:00Z,Larceny from MV,Peabody,"200 FAYERWEATHER ST, Cambridge, MA",42.385141,-71.13395
2019-09270,2019-12-24T11:56:00Z,Larceny from MV,Peabody,"200 FAYERWEATHER ST, Cambridge, MA",42.385141,-71.13395
2019-09273,2019-12-24T12:23:00Z,Shoplifting,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",42.367005,-71.076013
2019-08949,2019-12-10T13:45:00Z,Admin Error,Peabody,"0 NEW ST, Cambridge, MA",42.387066,-71.140754
2019-08952,2019-12-10T14:59:00Z,Missing Person,East Cambridge,"BROADWAY & MAIN ST, Cambridge, MA",38.611638,-78.794953
2019-08953,2019-12-10T14:56:00Z,Accident,Riverside,"MASSACHUSETTS AVE & PUTNAM AVE, Cambridge, MA",44.663074,-63.611624
2019-08954,2019-12-10T15:35:00Z,Hit and Run,Area 4,"100 WASHINGTON ST, Cambridge, MA",42.36425,-71.094522
2019-09324,2019-12-28T12:19:00Z,Suspicious Package,West Cambridge,"200 VASSAL LN, Cambridge, MA",42.383902,-71.140449
2019-09342,2019-12-29T23:58:00Z,Street Robbery,MIT,"100 Broadway, Cambridge, MA",42.361164,-71.082192
2019-09344,2019-12-30T09:26:00Z,Mal. Dest. Property,Agassiz,"1800 MASSACHUSETTS AVE, Cambridge, MA",42.386578,-71.119476
2019-09346,2019-12-30T09:54:00Z,Admin Error,Riverside,"200 WESTERN AVE, Cambridge, MA",42.364577,-71.110325
2019-09352,2019-12-30T14:42:00Z,Larceny from MV,East Cambridge,"0 Education St, Cambridge, MA",42.369781,-71.070962
2019-09354,2019-12-30T14:29:00Z,Hit and Run,Area 4,"MAIN ST & PORTLAND ST, Cambridge, MA",42.262699,-110.194444
2019-09357,2019-12-30T18:18:00Z,Larceny from Building,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",42.367005,-71.076013
2019-09365,2019-12-31T08:22:00Z,Shoplifting,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",42.367005,-71.076013
2019-09366,2019-12-31T11:55:00Z,Warrant Arrest,Area 4,"BRISTOL ST & MARKET ST, Cambridge, MA",44.253574,-76.607603
2019-09369,2019-12-31T13:49:00Z,Shoplifting,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",42.367005,-71.076013
2019-09371,2019-12-31T15:33:00Z,Threats,West Cambridge,"200 LEXINGTON AVE, Cambridge, MA",42.381106,-71.141639
2019-09274,2019-12-24T12:02:00Z,Shoplifting,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",42.367005,-71.076013
2019-09280,2019-12-25T11:13:00Z,Shoplifting,Inman/Harrington,"1000 CAMBRIDGE ST, Cambridge, MA",42.372661,-71.09358
2019-09282,2019-12-25T13:21:00Z,Suspicious Package,West Cambridge,"Fresh Pond Pky & HURON AVE, Cambridge, MA",42.377587,-71.142275
2019-09293,2019-12-26T21:34:00Z,Larceny from Residence,Area 4,"200 BROADWAY, Cambridge, MA",42.36589,-71.092986
2019-09301,2019-12-27T11:20:00Z,Forgery,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",42.367005,-71.076013
2019-03239,2019-05-15T15:35:00Z,Larceny from Building,Agassiz,"1800 MASSACHUSETTS AVE, Cambridge, MA",42.386578,-71.119476
2019-03245,2019-05-15T19:43:00Z,Admin Error,East Cambridge,"BINNEY ST & FIRST ST, Cambridge, MA",44.642059,-63.589065
2019-03255,2019-05-16T09:44:00Z,Forgery,Mid-Cambridge,"100 ANTRIM ST, Cambridge, MA",42.372442,-71.10195
2019-03267,2019-05-16T16:39:00Z,Stalking,Mid-Cambridge,"0 Ellsworth Park, Cambridge, MA",42.372904,-71.106754
2019-03271,2019-05-16T18:46:00Z,Larceny of Bicycle,MIT,"300 MAIN ST, Cambridge, MA",42.362211,-71.086265
2019-09377,2019-12-31T22:03:00Z,Trespassing,Strawberry Hill,"100 BELMONT ST, Cambridge, MA",42.375183,-71.15262
2019-09151,2019-12-18T16:12:00Z,Flim Flam,North Cambridge,"400 RINDGE AVE, Cambridge, MA",42.393076,-71.13989
2019-09156,2019-12-18T18:52:00Z,Hit and Run,Strawberry Hill,"700 HURON AVE, Cambridge, MA",42.380789,-71.154799
2019-09169,2019-12-19T14:33:00Z,Larceny from Residence,Mid-Cambridge,"100 TROWBRIDGE ST, Cambridge, MA",42.376058,-71.109568
2019-09174,2019-12-19T17:58:00Z,Sex Offender Violation,East Cambridge,"100 SIXTH ST, Cambridge, MA",42.368217,-71.085398
2019-09175,2019-12-19T18:03:00Z,Forgery,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2019-09179,2019-12-19T20:06:00Z,Aggravated Assault,West Cambridge,"300 Mount Auburn St, Cambridge, MA",42.373903,-71.134238
2019-09181,2019-12-19T21:01:00Z,Sex Offender Violation,East Cambridge,"100 SIXTH ST, Cambridge, MA",42.368217,-71.085398
2019-09183,2019-12-19T21:38:00Z,Larceny of Bicycle,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2019-09184,2019-12-19T21:24:00Z,Warrant Arrest,Cambridgeport,"0 CENTRAL SQ, Cambridge, MA",42.365029,-71.10456
2019-09192,2019-12-20T10:27:00Z,Housebreak,East Cambridge,"100 THORNDIKE ST, Cambridge, MA",42.369789,-71.082494
2019-09195,2019-12-20T12:38:00Z,Forgery,North Cambridge,"1000 JACKSON PL, Cambridge, MA",42.39204,-71.13475
2019-09200,2019-12-20T14:29:00Z,Accident,West Cambridge,"BRATTLE ST & SPARKS ST, Cambridge, MA",42.375298,-71.145481
2019-09204,2019-12-20T22:07:00Z,Shoplifting,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2019-09221,2019-12-22T09:46:00Z,Admin Error,North Cambridge,"100 MONTGOMERY ST, Cambridge, MA",42.396195,-71.133507
2019-09233,2019-12-22T21:08:00Z,Warrant Arrest,Mid-Cambridge,"MASSACHUSETTS AVE & TROWBRIDGE ST, Cambridge, MA",44.663074,-63.611624
2019-09238,2019-12-23T08:55:00Z,Threats,East Cambridge,"100 SIXTH ST, Cambridge, MA",42.368217,-71.085398
2019-09241,2019-12-23T12:58:00Z,Sex Offender Violation,East Cambridge,"100 SIXTH ST, Cambridge, MA",42.368217,-71.085398
2019-09244,2019-12-23T13:09:00Z,Mal. Dest. Property,Highlands,"100 FAWCETT ST, Cambridge, MA",42.392884,-71.146214
2019-09246,2019-12-23T13:20:00Z,Larceny from Building,Highlands,"800 CONCORD AVE, Cambridge, MA",42.390621,-71.156249
2019-09268,2019-12-24T10:52:00Z,Larceny from Person,North Cambridge,"0 JACKSON PL, Cambridge, MA",42.393103,-71.134848
2019-09277,2019-12-24T16:28:00Z,Shoplifting,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2019-09281,2019-12-25T13:23:00Z,Larceny from Person,North Cambridge,"300 RINDGE AVE, Cambridge, MA",42.393485,-71.136239
2019-09288,2019-12-26T13:43:00Z,Missing Person,East Cambridge,"100 Sixth St, Cambridge, MA",42.368217,-71.085398
2019-09289,2019-12-26T14:52:00Z,Larceny from Person,Cambridgeport,"500 MASSACHUSETTS AVE, Cambridge, MA",42.363967,-71.101705
2019-09305,2019-12-27T12:28:00Z,Hit and Run,Highlands,"0 FAWCETT ST, Cambridge, MA",42.389289,-71.145804
2019-07389,2019-10-08T11:04:00Z,Counterfeiting,East Cambridge,"600 CAMBRIDGE ST, Cambridge, MA",42.371696,-71.086379
2019-07396,2019-10-08T14:55:00Z,Larceny from Person,East Cambridge,"0 EIGHTH ST, Cambridge, MA",42.371353,-71.086026
2019-07402,2019-10-08T16:11:00Z,Housebreak,North Cambridge,"0 CLIFTON CIR, Cambridge, MA",42.394696,-71.136461
2019-07415,2019-10-09T08:10:00Z,Warrant Arrest,Highlands,"200 Alewife Brook Pky, Cambridge, MA",42.389009,-71.141623
2019-07421,2019-10-09T11:27:00Z,Forgery,Strawberry Hill,"0 Cushing St, Cambridge, MA",42.375051,-71.151562
2019-07427,2019-10-09T15:14:00Z,Forgery,West Cambridge,"0 APPIAN WAY, Cambridge, MA",42.375341,-71.121436
2019-07441,2019-10-10T08:32:00Z,Admin Error,East Cambridge,"1400 MASSACHUSETTS AVE, Cambridge, MA",42.373725,-71.119656
2019-07452,2019-10-10T13:33:00Z,Flim Flam,Strawberry Hill,"700 HURON AVE, Cambridge, MA",42.380789,-71.154799
2019-07453,2019-10-10T13:52:00Z,Mal. Dest. Property,East Cambridge,"BENT ST & SIXTH ST, Cambridge, MA",45.648273,-64.050758
2019-07464,2019-10-10T20:17:00Z,Mal. Dest. Property,Highlands,"200 Alewife Brook Pky, Cambridge, MA",42.389009,-71.141623
2019-07471,2019-10-11T10:14:00Z,Accident,Peabody,"0 KELLEY ST, Cambridge, MA",42.38344,-71.132054
2019-07474,2019-10-11T11:18:00Z,Aggravated Assault,Mid-Cambridge,"1100 MASSACHUSETTS AVE, Cambridge, MA",42.370342,-71.113524
2019-07490,2019-10-11T19:29:00Z,Larceny from Residence,North Cambridge,"400 RINDGE AVE, Cambridge, MA",42.393076,-71.13989
2019-07499,2019-10-12T12:47:00Z,Larceny from Person,Cambridgeport,"500 MASSACHUSETTS AVE, Cambridge, MA",42.363967,-71.101705
2019-07506,2019-10-12T16:24:00Z,Simple Assault,West Cambridge,"300 Mount Auburn St, Cambridge, MA",42.373903,-71.134238
2019-07519,2019-10-12T23:57:00Z,Warrant Arrest,East Cambridge,"100 Sixth St, Cambridge, MA",42.368217,-71.085398
2019-07526,2019-10-13T11:25:00Z,Larceny of Bicycle,East Cambridge,"500 CAMBRIDGE ST, Cambridge, MA",42.371423,-71.084585
2019-07558,2019-10-14T18:14:00Z,Larceny of Bicycle,North Cambridge,"200 SHERMAN ST, Cambridge, MA",42.393103,-71.132628
2019-07564,2019-10-14T21:55:00Z,Mal. Dest. Property,Mid-Cambridge,"0 REMINGTON ST, Cambridge, MA",42.370962,-71.113342
2019-07566,2019-10-14T22:37:00Z,Housebreak,Strawberry Hill,"100 LAWN ST, Cambridge, MA",42.378054,-71.15512
2019-07568,2019-10-15T06:19:00Z,Larceny from MV,Cambridgeport,"300 GREEN ST, Cambridge, MA",42.364994,-71.104952
2019-07575,2019-10-15T10:54:00Z,Flim Flam,North Cambridge,"400 RINDGE AVE, Cambridge, MA",42.393076,-71.13989
2019-07576,2019-10-15T11:18:00Z,Hit and Run,Highlands,"0 SPINELLI PL, Cambridge, MA",42.391064,-71.153621
2019-07589,2019-10-15T18:09:00Z,Drugs,East Cambridge,"MAX AVE & Cambridge St, Cambridge, MA",44.34949,-79.637258
2019-07591,2019-10-15T18:50:00Z,Missing Person,Mid-Cambridge,"0 WARE ST, Cambridge, MA",42.371938,-71.113156
2019-07610,2019-10-16T12:03:00Z,Larceny from MV,Peabody,"0 LINNAEAN ST, Cambridge, MA",42.384548,-71.119893
2019-07612,2019-10-16T13:20:00Z,Accident,Mid-Cambridge,"MASSACHUSETTS AVE & TROWBRIDGE ST, Cambridge, MA",44.663074,-63.611624
2019-07614,2019-10-16T15:17:00Z,Hit and Run,West Cambridge,"Walden St & Concord Ave, Cambridge, MA",47.050035,-65.502702
2019-07627,2019-10-16T21:03:00Z,Flim Flam,Highlands,"600 CONCORD AVE, Cambridge, MA",42.388957,-71.14597
2019-07634,2019-10-17T08:58:00Z,Warrant Arrest,Cambridgeport,"MASSACHUSETTS AVE & WESTERN AVE, Cambridge, MA",44.663074,-63.611624
2019-07637,2019-10-17T11:22:00Z,Weapon Violations,East Cambridge,"200 SPRING ST, Cambridge, MA",42.369631,-71.087034
2019-07645,2019-10-17T14:17:00Z,Accident,West Cambridge,"0 GARDEN ST, Cambridge, MA",42.375693,-71.120854
2019-07661,2019-10-18T10:41:00Z,Warrant Arrest,Cambridgeport,"MASSACHUSETTS AVE & WESTERN AVE, Cambridge, MA",44.663074,-63.611624
